Productgroepcode,Productgroep_oms,Productcode,Product_omschrijving,Product_description,Product_synoniemen,Meeteenheid,Hoeveelheid,Commentaarregel,Verrijkt_met,Bevat_een_spoor_van,ENERCJ_kJ,ENERCC_kcal,PROT_g,PROTPL_g,PROTAN_g,NT_g,CHO_g,SUGAR_g,STARCH_g,POLYL_g,FIBT_g,ALC_g,WATER_g,OA_g,FAT_g,FACID_g,FASAT_g,FAMSCIS_g,FAPU_g,FAPUN3_g,FAPUN6_g,FATRS_g,F4_0_g,F6_0_g,F8_0_g,F10_0_g,F11_0_g,F12_0_g,F13_0_g,F14_0_g,F15_0_g,F16_0_g,F17_0_g,F18_0_g,F19_0_g,F20_0_g,F21_0_g,F22_0_g,F23_0_g,F24_0_g,F25_0_g,F26_0_g,FASATXR_g,F10_1CIS_g,F12_1CIS_g,F14_1CIS_g,F16_1CIS_g,F18_1CIS_g,F20_1CIS_g,F22_1CIS_g,F24_1CIS_g,FAMSCXR_g,F18_2CN6_g,F18_2CN9_g,F18_2CT_g,F18_2TC_g,F18_2R_g,F18_3CN3_g,F18_3CN6_g,F18_4CN3_g,F20_2CN6_g,F20_3CN9_g,F20_3CN6_g,F20_3CN3_g,F20_4CN6_g,F20_4CN3_g,F20_5CN3_g,F21_5CN3_g,F22_2CN6_g,F22_2CN3_g,F22_3CN3_g,F22_4CN6_g,F22_5CN6_g,F22_5CN3_g,F22_6CN3_g,F24_2CN6_g,FAPUXR_g,F10_1TRS_g,F12_1TRS_g,F14_1TRS_g,F16_1TRS_g,F18_1TRS_g,F18_2TTN6_g,F18_3TTTN3_g,F20_1TRS_g,F20_2TT_g,F22_1TRS_g,F24_1TRS_g,FAMSTXR_g,FAUN_g,CHORL_mg,NA_mg,K_mg,CA_mg,P_mg,MG_mg,FE_mg,HAEM_mg,NHAEM_mg,CU_mg,SE_mug,ZN_mg,ID_mug,ASH_g,VITA_RAE_mug,VITA_RE_mug,RETOL_mug,CARTBTOT_mug,CARTA_mug,LUTN_mug,ZEA_mug,CRYPXB_mug,LYCPN_mug,VITD_mug,CHOCALOH_mug,CHOCAL_mug,VITE_mg,TOCPHA_mg,TOCPHB_mg,TOCPHG_mg,TOCPHD_mg,VITK_mug,VITK1_mug,VITK2_mug,THIA_mg,RIBF_mg,VITB6_mg,VITB12_mug,NIA_mg,FOL_mug,FOLFD_mug,FOLAC_mug,VITC_mg
3,Brood,2786,"Brood tarwe/volkoren- gem m pompoenpitten","Bread brown/wholemeal average w pumpkin seeds","Bruinbrood tarwe/volkoren m pompoenbloempitten",g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,"F10:0, F12:0, F15:0, F17:0, F18:2TTN6, F20:2TT, F20:4CN6, F21:0, F23:0, F24:0, F24:1CIS, F8:0, FAPUXR",1067,254,"13,9","13,9",0,"2,2","33,3","1,9","31,4",0,"7,8",0,"37,3",,"5,5","5,1",1,"1,6","2,5","0,3","2,2",0,0,0,0,0,,0,,"0,01",0,"0,66",0,"0,27",,"0,02",0,"0,01",0,0,,,,,,0,"0,01","1,57","0,02",,0,,"2,23",,,,,"0,25",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,01",0,,0,0,,,,"0,04","0,8",490,232,36,222,83,"2,3",0,"2,3","0,28",7,"1,52","66,3","2,2",0,0,0,0,0,64,,0,,0,0,0,"0,1","0,1",0,"0,2",0,,,,"0,11","0,07","0,087",0,"1,8","52,4","52,4",0,0
3,Brood,2787,"Brood tarwe/volkoren- gem m zonnebloempitten","Bread brown/wholemeal average w sunflower seeds","Bruinbrood tarwe/volkoren m zonnebloempitten",g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,"F10:0, F15:0, F17:0, F18:2TTN6, F18:3CN6, F20:2CN6, F20:3CN3, F20:4CN6, F21:0, F22:3CN3, F23:0, F24:1CIS, F8:0",1142,272,"12,5","12,5",0,2,36,"2,4","33,5",0,"8,7",0,34,,"6,7","6,3",1,"1,7","3,5","0,5",3,0,0,0,0,0,0,"0,03",0,"0,02",0,"0,6",0,"0,27",,"0,02",0,"0,03",0,"0,02",0,0,0,,,0,"0,01","1,72","0,01",0,0,0,"3,04",0,0,0,0,"0,5",0,0,0,0,0,0,0,,0,,0,,0,0,0,0,0,0,0,,,0,0,"0,01",0,,0,0,0,,,"0,03","0,8",462,211,46,177,63,"1,7",0,"1,7","0,3",6,"1,34",67,"2,1",0,0,0,2,0,64,,0,,0,0,0,"4,6","4,5","0,2","0,3",0,,,,"0,14","0,07","0,097",0,"1,7",43,43,0,0
3,Brood,2788,"Brood zuurdesem- volkoren","Bread sourdough wholemeal","Zuurdesembrood volkoren",g,100,"Per 100g. Biologisch brood.",,"F10:0, F14:1CIS, F15:0, F18:2TTN6, F20:2CN6, F20:2TT, F20:4CN6, F21:0, F22:3CN3, F23:0, F24:1CIS, F8:0, FAPUXR",991,235,"9,3","9,3",0,"1,5","40,5","2,1","38,4",0,6,0,"39,7",,"2,6","2,3","0,4","0,6","1,2","0,1","1,1",0,0,0,0,0,,"0,01",,"0,01",0,"0,3",0,"0,08",,"0,01",0,"0,01",0,"0,01",,,,,,0,0,"0,63","0,01",,0,,"1,08",,,,,"0,13",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0,0,,0,0,,,,"0,03","0,7",378,220,32,171,62,"2,5",0,"2,5","0,27",4,"1,47","54,8","1,8",0,0,0,0,0,,,,,0,0,0,"0,2","0,1","0,1","0,2",0,,,,"0,13","0,05","0,089",0,"1,3","26,1","26,1",0,0
3,Brood,2789,"Brood wit- ciabatta ongevuld","Bread white ciabatta no filling","Witbrood ciabatta ongevuld",g,100,"Per 100g.",,"F10:0, F15:0, F16:1TRS, F18:2TTN6, F20:2CN6, F20:4CN6, F21:0, F22:3CN3, F23:0, F24:1CIS, F8:0",1079,255,"9,1","9,1",0,"1,5","48,9","2,2","46,7",0,"3,3",0,"35,1",,"1,8","1,6","0,3","0,6","0,6",0,"0,6",0,0,0,0,0,,0,,0,0,"0,24",0,"0,06",,"0,01",0,"0,01",0,0,,,,,,0,"0,01","0,56",0,,0,,"0,57",,,,,"0,05",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0,0,,0,0,,,,"0,03",1,574,111,30,84,19,"0,8",0,"0,8","0,12",4,"0,61","83,3","1,9",0,0,0,0,0,,,,,0,0,0,"0,1","0,1",0,"0,3",0,,,,"0,08","0,04","0,035",0,"0,8","20,2","20,2",0,0
3,Brood,2790,"Broodje wit pita","Bread pita white","Pitabroodje; shoarmabroodje",g,100,"Per 100g. Voorverpakt pitabroodje.",,"F14:1CIS, F20:2CN6, F20:2TT, F20:4CN6, F23:0, F24:1CIS, FAPUXR",1040,245,"8,6","8,6",0,"1,4","50,1","2,4","47,6",0,"2,1",0,"36,9",,"0,7","0,6","0,2","0,1","0,3",0,"0,3",0,0,0,0,0,,"0,01",,"0,01",0,"0,14",0,"0,01",,0,0,0,0,0,,,,,,0,0,"0,12",0,,0,,"0,27",,,,,"0,02",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0,0,,0,0,,,,"0,02",1,436,96,15,73,16,"1,3",0,"1,3","0,09",3,"0,5","63,3","1,7",0,0,0,0,0,71,,0,,0,0,0,"0,1","0,1",0,"0,3",0,,,,"0,09","0,03","0,043",0,"0,7","16,5","16,5",0,0
3,Brood,2791,"Stol m spijs z noten","Stollen w almond/imitat paste wo nuts","Kerststol/paasstol/pinksterstol z noten",g,100,"Per 100g. Gem van stol met amandelspijs en banket(imitatie)spijs; Voor meer informatie zie Overzicht recepten op NEVO-website.",,"F14:1CIS, F14:1TRS, F18:2TTN6, F20:2CN6, F20:2TT, F20:3CN9, F20:4CN6, FAPUXR",1167,276,"7,7","6,8","0,8","1,2","53,8","24,9","28,9",0,"3,9",0,"30,3",,"2,4","2,3",1,"0,8","0,5","0,1","0,5",0,0,0,0,"0,01",,"0,02",,"0,04","0,01","0,63",0,"0,24",,"0,01",0,"0,01",0,0,,,,,,0,"0,01","0,74","0,01",,0,,"0,48",,,,,"0,05",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,04",0,,0,0,,,,"0,02",3,354,387,82,97,27,"1,9",0,"1,9","0,23",3,"0,62","51,3","1,9",0,0,0,,,,,,,0,,,"0,6","0,5",0,"0,3",0,,,,"0,06","0,47","0,099",0,"1,2",42,42,0,0
3,Brood,2792,"Stol m spijs m noten","Stollen w almond/imitat paste w nuts","Kerststol/paasstol/pinksterstol m noten",g,100,"Per 100g. Gem van stol met amandelspijs en banket(imitatie)spijs; Voor meer informatie zie Overzicht recepten op NEVO-website.",,"F14:1TRS, F18:2TTN6, F20:2CN6, F20:2TT, F20:4CN6, F22:0, F22:5CN3, F23:0, FAPUXR",1214,288,"7,8","7,1","0,7","1,3","51,9","25,2","26,7",0,"4,8",0,"29,3",,"4,3","4,1","1,3",2,"0,8","0,1","0,7",0,0,0,"0,01","0,02",,"0,04",,"0,09","0,01","0,79",0,"0,3",,"0,01",0,0,0,0,,,,,,"0,01","0,03","1,94","0,01",,0,,"0,72",,,,,"0,06",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,03",0,,0,0,,,,"0,03",3,324,406,79,110,32,"2,1",0,"2,1","0,28",3,"0,71",47,"1,9",0,0,0,0,0,1,0,0,0,0,,,"0,9","0,8",0,"0,8","0,1",,,,"0,07","0,34","0,12",0,"1,2","30,1","30,1",0,0
3,Brood,2793,"Brood stok- wit","Baguette white","Stokbrood wit",g,100,"Per 100g. Gem van vers en afbakstokbrood.",,"F20:2TT, F20:4CN6, F22:3CN3, F23:0, F24:1CIS, F8:0, FAPUXR",1139,269,"9,8","9,8",0,"1,6","53,4","2,9","50,5",0,"2,8",0,31,,"1,2",1,"0,3","0,2","0,5",0,"0,5",0,0,0,0,0,,"0,01",,"0,01",0,"0,21",0,"0,05",,0,0,0,0,0,,,,,,0,"0,01","0,19","0,01",,0,,"0,47",,,,,"0,03",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0,0,,0,0,,,,"0,03",1,444,102,27,92,20,"0,9",0,"0,9","0,12",3,"0,61","64,4",2,0,0,0,0,0,71,,0,,0,0,0,"0,1","0,1",0,"0,3",0,,,,"0,07","0,04","0,029",0,"0,9","56,8","56,7",0,0
3,Brood,2794,"Brood stok- bruin","Baguette brown","Stokbrood bruin",g,100,"Per 100g. Gem van vers en afbakstokbrood.",,"F10:0, F15:0, F20:2CN6, F20:2TT, F20:3CN6, F20:4CN6, F22:3CN3, F23:0, F24:1CIS, F8:0, FAPUXR",1093,258,"9,8","9,8",0,"1,6","49,8",3,"46,7",0,"3,8",0,"33,1",,"1,4","1,2","0,3","0,3","0,6",0,"0,5",0,0,0,0,0,,"0,01",,"0,01",0,"0,21",0,"0,07",,0,0,0,0,0,,,,,,0,0,"0,25","0,01",,0,,"0,54",,,,,"0,04",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0,0,,0,0,,,,"0,01","0,9",407,144,59,131,31,"1,3",0,"1,3","0,16",4,"0,82","69,3","2,2",0,0,0,0,0,71,,0,,0,0,0,"0,1","0,1",0,"0,2",0,,,,"0,08","0,04","0,037",0,1,19,"18,9",0,0
3,Brood,2795,"Broodje wit hard","Roll white hard","Pistolet wit; Triangelbroodje wit",g,100,"Per 100g.",,"F14:1CIS, F15:0, F20:2CN6, F20:2TT, F20:3CN3, F20:3CN9, F21:0, F22:3CN3, F23:0, F24:1CIS, FAPUXR",1173,277,10,10,0,"1,6","54,4",3,"51,4",0,"2,8",0,"29,2",,"1,5","1,3","0,3","0,3","0,6",0,"0,6",0,0,0,0,0,,"0,01",,"0,01",0,"0,23",0,"0,06",,0,0,0,0,"0,01",,,,,,0,"0,01","0,3","0,01",,0,,"0,58",,,,,"0,04",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0,0,,0,0,,,,"0,03",1,444,126,48,112,23,1,0,1,"0,13",4,"0,71","64,4","2,1",0,0,0,0,0,71,,0,,0,0,0,"0,1","0,1",0,"0,3",0,,,,"0,08","0,04","0,044",0,"1,2","24,2","24,2",0,0
3,Brood,2796,"Broodje tarwe- hard","Roll brown hard","Pistolet bruin; Triangelbroodje bruin",g,100,"Per 100g.",,"F10:0, F14:1CIS, F20:2TT, F20:3CN3, F20:4CN6, F21:0, F22:3CN3, F23:0, F24:1CIS, F8:0, FAPUXR",1177,278,11,11,0,"1,8","52,8","2,8",50,0,"4,9",0,"27,5",,"1,5","1,3","0,3","0,3","0,6","0,1","0,6",0,0,0,0,0,,0,,"0,01",0,"0,24",0,"0,07",,0,0,0,0,"0,01",,,,,,0,"0,01","0,24","0,01",,0,,"0,57",,,,,"0,06",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,0,0,,0,0,,,,"0,04","0,9",390,173,53,152,40,"1,4",0,"1,4","0,15",4,"0,94","56,6","2,3",0,0,0,0,0,71,,0,,0,0,0,"0,1","0,1",0,"0,2",0,,,,"0,08","0,05","0,091",0,"1,3","25,7","25,7",0,0
3,Brood,2797,"Broodje tarwe- zacht","Roll brown soft","Tarwebolletje; bruinbolletje",g,100,"Per 100g.",,"F15:0, F18:2TTN6, F20:2CN6, F20:2TT, F21:0, F22:3CN3, F23:0, FAPUXR",1087,258,11,11,0,"1,8","41,9","3,2","38,8",0,"5,3",0,"35,8",,"3,9","3,4","0,7","1,4","1,1","0,2","0,9",0,0,0,"0,01","0,01",,"0,02",,"0,01",0,"0,5",0,"0,16",,"0,02",0,"0,02",0,"0,01",,,,,,0,"0,02","1,39","0,03",,0,,"0,94",,,,,"0,18",0,,0,0,0,0,"0,01",,0,,,,0,0,,0,0,,0,,,0,0,"0,02",0,,0,0,,,,"0,03","0,9",393,246,39,161,45,"1,4",0,"1,4","0,16",5,"1,11",57,"2,1",0,0,0,0,0,71,,0,,0,0,0,"0,1","0,1",0,"0,2",0,,,,"0,09","0,13","0,08",0,"1,9","63,1","63,1",0,0
3,Brood,2798,"Broodje volkoren- zacht","Roll wholemeal soft",Volkorenbolletje,g,100,"Per 100g.",,"F14:1CIS, F15:0, F18:2TTN6, F20:2CN6, F20:2TT, F20:3CN3, F21:0, F22:3CN3, F23:0, F24:1CIS, FAPUXR",1041,247,"11,3","11,3",0,"1,8","39,4","3,3","36,1",0,"7,5",0,"36,3",,"3,3","2,9","0,7","1,1","1,1","0,2","0,9",0,0,0,0,"0,01",,"0,01",,"0,01",0,"0,48",0,"0,16",,"0,01",0,"0,01",0,"0,01",,,,,,0,"0,01","1,09","0,01",,0,,"0,9",,,,,"0,16",0,,0,0,0,0,"0,01",,0,,,,0,0,,0,0,,0,,,0,0,"0,01",0,,0,0,,,,"0,04","0,7",393,281,49,213,69,"2,2",0,"2,2","0,21",6,"1,44",57,"2,3",0,0,0,0,0,,,,,0,0,0,"0,2","0,1","0,1","0,2",0,,,,"0,11","0,12","0,1",0,"2,2",41,41,0,0
3,Brood,2799,"Broodje meergranen- hard","Roll multigrain hard","Pistolet meergranen; Triangelbroodje meergranen",g,100,"Per 100g. Gem van licht en donker meergranenbrood obv bloem en meel.",,"F10:0, F14:1CIS, F15:0, F18:2TTN6, F20:1TRS, F20:2TT, F20:4CN6, F22:3CN3, F23:0, F24:1CIS, F8:0, FAPUXR",1238,294,"12,9","12,9",0,"2,1","43,8","2,5","41,4",0,"6,8",0,"28,2",,"5,9","5,1","0,9","1,5","2,7","0,5","2,2",0,0,0,0,0,,"0,01",,"0,01",0,"0,56","0,01","0,25",,"0,02",0,"0,02",0,"0,01",,,,,,0,"0,01","1,45","0,02",,0,,"2,24",,,,,"0,46",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,01",0,,0,0,,,,"0,04","0,8",381,215,57,179,60,"1,7",0,"1,7","0,27",6,"1,31","55,2","2,3",0,0,0,0,0,71,,0,,0,0,0,"0,1","0,1",0,"0,2",0,,,,"0,12","0,07","0,12",0,"1,9","38,7","38,7",0,0
3,Brood,2800,"Broodje meergranen- zacht","Roll multigrain soft","Meergranenbolletje zacht",g,100,"Per 100g. Gem van licht en donker meergranenbrood obv bloem en meel.",,"F14:1CIS, F15:0, F18:2TTN6, F20:2TT, F20:4CN6, F21:0, F23:0, F24:1CIS, F8:0, FAPUXR",1189,283,"13,4","13,4",0,"2,1","38,7","3,1","35,6",0,"6,4",0,"32,4",,"6,8","5,9","1,1","1,9","2,8","0,6","2,2",0,0,0,0,"0,01",,"0,01",,"0,02",0,"0,69","0,01","0,33",,"0,02",0,"0,04",0,"0,01",,,,,,0,"0,02","1,89","0,02",,0,,"2,22",,,,,"0,57",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,01",0,,0,0,,,,"0,04","0,8",381,269,69,171,54,"1,5",0,"1,5","0,24",6,"1,28","55,2","2,3",0,0,0,0,0,71,,0,,0,0,0,"0,1","0,1",0,"0,2",0,,,,"0,11","0,13","0,13",0,"2,4","64,2","64,2",0,0
3,Brood,2801,"Croissant roomboter-","Croissant prepared w butter",,g,100,"Per 100g.",,"F16:1TRS, F18:3CN6, F20:1CIS, F20:2CN6, F20:4CN6, F20:5CN3, F21:0, F23:0, F24:0, F24:1CIS",1729,414,"9,5","7,3","2,2","1,5","42,3","5,5","36,8",0,"2,7",0,"21,7",,"22,3",21,13,"5,5",1,"0,1","0,9","0,6",,"0,21","0,19","0,5",,"0,69",,"2,25","0,27","6,38","0,13","2,33",,"0,04",0,"0,02",0,0,,,,,,"0,19","0,4","4,89",0,,0,,"0,88",,,,,"0,15",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,"0,04",0,"0,44","0,08",,0,0,,,,"0,8",55,420,107,28,87,18,"0,8",0,"0,8","0,11",5,"0,68","60,9","1,4",2,4,1,19,,,,,,0,,,"1,8","1,4","0,8","1,6","0,7",,,,"0,07","0,07","0,038",0,"1,2","30,6","30,5",0,0
3,Brood,2802,"Croissant z roomboter","Croissant prepared wo butter",,g,100,"Per 100g. Bereid met margarine.",,"F14:1TRS, F20:2CN6, F20:2TT, F20:4CN6, F21:0, F23:0, F24:1CIS, FAPUXR",1639,392,"9,8","9,5","0,3","1,6","42,3","3,4","38,9",0,"2,2",0,"24,2",,"19,9","18,9","9,2","5,9",3,"0,2","2,9","0,6",0,0,"0,04","0,08",,"0,13",,"0,4","0,04","7,22","0,06","1,12",,"0,06",0,"0,04",0,"0,02",,,,,,"0,02","0,08","5,72","0,04",,0,,"2,88",,,,,"0,15",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,55","0,02",,0,0,,,,"0,28",9,511,94,21,78,17,"0,7",0,"0,7","0,12",4,"0,7","74,2","1,6",2,4,1,19,,,,,,0,,,"1,8","1,4","0,8","1,6","0,7",,,,"0,07","0,13","0,045",0,"1,2","31,7","31,7",0,0
3,Brood,2803,"Bol krenten-","Bun currant/raisin","Krentenbol; rozijnenbol",g,100,"Per 100g. Bevat zowel krenten als rozijnen.",,"F14:1CIS, F15:0, F18:2TTN6, F20:2CN6, F21:0, F22:3CN3, F23:0, F24:1CIS",1134,268,"8,4","7,3","1,1","1,3","50,9","31,8","19,1",0,"4,2",0,"32,2",,"2,5","2,3","0,8","0,7","0,7","0,1","0,6",0,0,0,"0,01","0,01",,"0,01",,"0,02",0,"0,58",0,"0,2",,"0,01",0,"0,01",0,"0,01",,,,,,0,"0,02","0,71","0,01",,0,,"0,57",,,,,"0,08",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,02",0,,0,0,,,,"0,03","4,6",387,330,50,105,29,"1,7",0,"1,7","0,25",3,"0,64","53,3","1,9",0,0,0,,,,,,,0,,,"0,7","0,6",0,"0,4",0,,,,"0,07","0,1","0,097",0,"1,4","56,1","56,1",0,0
3,Brood,2804,"Bol muesli- meel/volkorenmeel","Bun brown/wholemeal w muesli",Mueslibol,g,100,"Per 100g.",,"F10:0, F14:1CIS, F15:0, F18:2TTN6, F20:2CN6, F20:2TT, F20:4CN6, F21:0, F22:3CN3, F23:0, F24:1CIS, F8:0, FAPUXR",1221,290,"10,7","10,7",0,"1,7","43,9","22,7","21,2",0,"5,8",0,"30,9",,"6,6","6,3","1,3",3,"1,9","0,1","1,8",0,0,0,0,0,,"0,01",,"0,02",0,"0,81","0,01","0,38",,"0,03",0,"0,02",0,"0,01",,,,,,0,"0,03","2,93","0,01",,0,,"1,76",,,,,"0,12",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,03",0,,0,0,,,,"0,06","0,8",337,403,63,169,58,"2,3",0,"2,3","0,35",5,"1,18","48,8","2,1",0,0,0,1,0,,,0,,0,0,0,"1,4",1,"0,1","1,8","0,4",,,,"0,1","0,23","0,12",0,"2,1","49,1","49,1",0,0
3,Brood,2811,"Brood volkoren- fijn","Bread wholemeal fine","Volkorenbrood fijnvolkoren",g,100,"Per 100g.",,"F10:0, F15:0, F18:2TTN6, F20:2CN6, F21:0, F22:3CN3, F23:0, F8:0",985,233,"10,9","10,9",0,"1,7","39,3","1,9","37,5",0,"6,6",0,"38,9",,"2,1","1,9","0,4","0,6","0,9","0,1","0,8",0,0,0,0,0,,0,,0,0,"0,33",0,"0,07",,"0,01",0,"0,01",0,"0,01",,,,,,0,"0,01","0,56","0,01",,0,,"0,76",,,,,"0,09",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,01",0,,0,0,,,,"0,03","0,7",393,231,33,204,68,2,0,2,"0,22",4,"1,44",57,"2,2",0,0,0,0,0,75,,0,,0,0,0,"0,2","0,1","0,1","0,2",0,,,,"0,1","0,07","0,098",0,"1,6","37,8","37,8",0,0
3,Brood,2812,"Brood krenten/rozijnen m spijs","Bread current/raisin w almond paste","Krentenbrood m rozijnen en spijs",g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,1277,303,"8,2","7,3","0,9","1,4","51,3","27,9","23,3",0,"4,6",0,"28,2",,"6,2","5,9","1,1","3,2","1,5","0,1","1,4",0,0,0,0,0,,"0,01",,"0,01",0,"0,75",0,"0,25",,"0,01",0,"0,01",0,"0,01",,,,,,0,"0,03","3,2","0,01",,0,,"1,39",,,,,"0,09",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,02",0,,0,0,,,,"0,05","5,2",291,366,59,118,43,"1,5",0,"1,5","0,28",3,"0,71","41,5","1,8",0,0,0,,,,,,,0,,,"0,5","0,5",0,"0,3",0,,,,"0,06","0,13","0,1",0,"1,1","29,4","29,4",0,0
3,Brood,2813,"Brood rozijnen-krenten gem","Bread raisin/current average","Krentenbrood m rozijnen gem",g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,1153,272,"7,8","6,8","0,9","1,2","52,8","24,1","28,7",0,"3,6",0,"31,4",,"2,6","2,4","0,9","0,8","0,7","0,1","0,6",0,0,0,0,0,,"0,01",,"0,02",0,"0,58",0,"0,21",,"0,01",0,"0,01",0,"0,01",,,,,,0,"0,01","0,76",0,,0,,"0,57",,,,,"0,09",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,03",0,,0,0,,,,"0,04","2,3",350,395,53,98,27,"1,6",0,"1,6","0,27",3,"0,62","50,8","1,9",0,0,0,,,,,,,0,,,"0,7","0,6",0,"0,4",0,,,,"0,06","0,1","0,11",0,"1,2","29,3","29,3",0,0
3,Brood,2814,"Brood rozijnen- met spijs","Bread raisin w almond paste","Rozijnenbrood m spijs",g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,1276,303,"8,1","7,3","0,9","1,4","50,8","28,1","22,7",0,"4,8",0,"28,2",,"6,4",6,"1,1","3,3","1,5","0,1","1,4",0,0,0,0,0,,"0,01",,"0,01",0,"0,8",0,"0,26",,"0,01",0,"0,01",0,"0,01",,,,,,0,"0,03","3,25",0,,0,,"1,41",,,,,"0,09",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,02",0,,0,0,,,,"0,06","3,4",288,373,56,118,43,"1,6",0,"1,6","0,26",3,"0,7","41,1","1,8",0,0,0,,,,,,,0,,,"0,5","0,5",0,"0,3",0,,,,"0,06","0,13","0,09",0,"1,1","29,5","29,5",0,0
3,Brood,2815,"Brood tijger- bruin","Bread Tijger brown wheat","Bruinbrood tijgerbrood",g,100,"Per 100g.",,,1019,241,"9,8","9,8",0,"1,6","43,9","1,8","42,1",0,"4,9",0,"37,7",,"1,8","1,6","0,4","0,5","0,7","0,1","0,6",0,0,0,0,0,,"0,01",,"0,01",0,"0,29",0,"0,06",,"0,01",0,"0,01",0,"0,01",,,,,,0,"0,01","0,46","0,01",,0,,"0,6",,,,,"0,07",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,01",0,,0,0,,,,"0,02","0,9",415,188,31,140,42,"1,4",0,"1,4","0,16",4,1,"55,3","1,9",0,0,0,0,0,67,,0,,0,0,0,"0,1","0,1",0,"0,2",0,,,,"0,08","0,06","0,07",0,"1,2","28,3","28,3",0,0
3,Brood,2816,"Brood tijger- wit","Bread Tijger white","Witbrood tijgerbrood",g,100,"Per 100g.",,,1062,251,9,"9,1",0,"1,5","48,4",2,"46,4",0,"2,6",0,"36,4",,"1,7","1,5","0,4","0,5","0,6","0,1","0,5",0,0,0,0,0,,0,,"0,01",0,"0,26",0,"0,06",,"0,01",0,"0,01",0,"0,01",,,,,,0,"0,01","0,51","0,01",,0,,"0,52",,,,,"0,07",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,01",0,,0,0,,,,"0,02",1,409,122,30,86,19,"0,9",0,"0,9","0,12",4,"0,63","69,2","1,8",0,0,0,0,0,67,,0,,0,0,0,"0,1","0,1",0,"0,3",0,,,,"0,06","0,04","0,04",0,"0,9","23,9","23,9",0,0
3,Brood,2817,"Stol m spijs gem m en z noten","Stollen w almond/imitat paste average w and wo nuts","Kerststol/paasstol/pinksterstol gem m en z noten",g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,1191,282,"7,7",7,"0,8","1,2","52,8","25,1","27,8",0,"4,4",0,"29,8",,"3,4","3,2","1,1","1,4","0,7","0,1","0,6",0,0,0,"0,01","0,01",,"0,03",,"0,07","0,01","0,71",0,"0,27",,"0,01",0,0,0,0,,,,,,0,"0,02","1,34","0,01",,0,,"0,6",,,,,"0,05",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,0,0,"0,03",0,,0,0,,,,"0,02",3,339,397,80,103,30,2,0,2,"0,26",3,"0,67","49,2","1,9",0,0,0,0,0,1,0,0,0,0,,,"0,7","0,6",0,"0,6",0,,,,"0,06","0,41","0,11",0,"1,2",36,36,0,0
3,Brood,2818,"Croissant gem","Croissant average",,g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,1684,403,"9,6","8,4","1,2","1,5","42,3","4,5","37,8",0,"2,5",0,23,,"21,1",20,"11,1","5,7",2,"0,1","1,9","0,6",0,"0,11","0,11","0,29",,"0,41",,"1,32","0,16","6,8","0,09","1,72",,"0,05",0,"0,03",0,"0,01",,,,,,"0,1","0,24","5,31","0,02",,0,,"1,88",,,,,"0,15",0,,0,0,0,0,0,,0,,,,0,0,,0,0,,0,,,"0,02",0,"0,5","0,05",,0,0,,,,"0,54",32,466,100,24,83,17,"0,7",0,"0,7","0,11",4,"0,69","67,5","1,5",2,4,1,19,,,,,,0,,,"1,8","1,4","0,8","1,6","0,7",,,,"0,07","0,1","0,04",0,"1,2","31,1","31,1",0,0
