Productgroepcode,Productgroep_oms,Productcode,Product_omschrijving,Product_description,Product_synoniemen,Meeteenheid,Hoeveelheid,Commentaarregel,Verrijkt_met,Bevat_een_spoor_van,ENERCJ_kJ,ENERCC_kcal,PROT_g,PROTPL_g,PROTAN_g,NT_g,CHO_g,SUGAR_g,STARCH_g,POLYL_g,FIBT_g,ALC_g,WATER_g,OA_g,FAT_g,FACID_g,FASAT_g,FAMSCIS_g,FAPU_g,FAPUN3_g,FAPUN6_g,FATRS_g,F4_0_g,F6_0_g,F8_0_g,F10_0_g,F11_0_g,F12_0_g,F13_0_g,F14_0_g,F15_0_g,F16_0_g,F17_0_g,F18_0_g,F19_0_g,F20_0_g,F21_0_g,F22_0_g,F23_0_g,F24_0_g,F25_0_g,F26_0_g,FASATXR_g,F10_1CIS_g,F12_1CIS_g,F14_1CIS_g,F16_1CIS_g,F18_1CIS_g,F20_1CIS_g,F22_1CIS_g,F24_1CIS_g,FAMSCXR_g,F18_2CN6_g,F18_2CN9_g,F18_2CT_g,F18_2TC_g,F18_2R_g,F18_3CN3_g,F18_3CN6_g,F18_4CN3_g,F20_2CN6_g,F20_3CN9_g,F20_3CN6_g,F20_3CN3_g,F20_4CN6_g,F20_4CN3_g,F20_5CN3_g,F21_5CN3_g,F22_2CN6_g,F22_2CN3_g,F22_3CN3_g,F22_4CN6_g,F22_5CN6_g,F22_5CN3_g,F22_6CN3_g,F24_2CN6_g,FAPUXR_g,F10_1TRS_g,F12_1TRS_g,F14_1TRS_g,F16_1TRS_g,F18_1TRS_g,F18_2TTN6_g,F18_3TTTN3_g,F20_1TRS_g,F20_2TT_g,F22_1TRS_g,F24_1TRS_g,FAMSTXR_g,FAUN_g,CHORL_mg,NA_mg,K_mg,CA_mg,P_mg,MG_mg,FE_mg,HAEM_mg,NHAEM_mg,CU_mg,SE_mug,ZN_mg,ID_mug,ASH_g,VITA_RAE_mug,VITA_RE_mug,RETOL_mug,CARTBTOT_mug,CARTA_mug,LUTN_mug,ZEA_mug,CRYPXB_mug,LYCPN_mug,VITD_mug,CHOCALOH_mug,CHOCAL_mug,VITE_mg,TOCPHA_mg,TOCPHB_mg,TOCPHG_mg,TOCPHD_mg,VITK_mug,VITK1_mug,VITK2_mug,THIA_mg,RIBF_mg,VITB6_mg,VITB12_mug,NIA_mg,FOL_mug,FOLFD_mug,FOLAC_mug,VITC_mg
1,"Aardappelen en knolgewassen",1,"Aardappelen rauw","Potatoes raw",,g,100,"Per 100g.",,,371,88,2,2,0,,19,1,18,0,"1,8",0,77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,450,6,60,22,"0,5",0,"0,5","0,09",1,"0,37","2,5",,1,1,0,5,0,100,16,3,0,0,0,0,"0,1",,,,,,,,"0,12","0,04","0,3",0,"1,2",23,23,0,14
1,"Aardappelen en knolgewassen",2,"Aardappelen nieuwe rauw","Potatoes new raw",,g,100,"Per 100g.",,,371,88,2,2,0,,19,1,18,0,"1,8",0,77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,450,6,60,14,"0,5",0,"0,5","0,09",1,"0,2","2,5",,0,0,0,3,0,13,4,0,0,0,0,0,"0,1",,,,,,,,"0,12","0,04","0,3",0,"1,2",23,23,0,25
1,"Aardappelen en knolgewassen",3,"Aardappelen oude rauw","Potatoes old raw",,g,100,"Per 100g.",,CARTA,371,88,2,2,0,,19,1,18,0,"1,8",0,77,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,2,450,6,60,17,"0,5",0,"0,5","0,08",1,"0,3","2,5",,1,1,0,8,0,60,,,0,0,0,0,"0,1",,,,,,,,"0,12","0,04","0,22",0,"1,2",23,23,0,5
1,"Aardappelen en knolgewassen",121,"Aardappelpuree vers bereid m hv melk m marg","Potatoes mashed fresh prep w semi-sk milk+marg",,g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,350,83,"2,2","1,4","0,9",,"13,9","1,4","12,6",0,"1,2",0,"80,1",0,"1,8","1,6","0,8","0,3","0,3","0,1","0,2",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,22",,,,,"0,08",,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,"1,5",21,292,38,57,17,"0,4",0,"0,4","0,06",0,"0,35","5,7","0,7",16,16,15,4,0,20,3,0,1,"0,1",0,"0,1","0,2",,,,,"0,2","0,1","0,1","0,06","0,06","0,15","0,12","0,8","14,5","14,5",0,7
1,"Aardappelen en knolgewassen",667,"Cassave rauw","Cassava raw","Maniokwortel rauw",g,100,"Per 100g.",,FAMSCIS,657,155,"0,6","0,6",0,"0,1","36,8","1,5","35,3",0,"1,7",0,"64,5",,"0,2","0,1","0,1","0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,05",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,05",0,0,0,0,"0,02",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,5,330,18,34,21,"0,5",0,"0,5","0,09",,"0,6",2,,1,1,0,8,0,,,0,,0,0,0,,,,,,,,,"0,06","0,02","0,3",0,"0,5",19,19,0,31
1,"Aardappelen en knolgewassen",668,"Taro rauw","Taro raw","Chinese tajer rauw; Chinese tayer rauw",g,100,"Per 100g.",,FAMSCIS,505,119,"1,4","1,4",0,"0,2","26,2","1,1","25,1",0,"3,5",0,"68,3",,"0,2","0,1","0,1",0,"0,1",0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,360,25,58,33,"0,8",0,"0,8","0,2",,"1,3",,,3,6,0,,,,,,,0,0,0,"2,4",,,,,,,,"0,08","0,03","0,08",0,"0,7",22,22,0,13
1,"Aardappelen en knolgewassen",669,"Yam rauw","Yam raw",,g,100,"Per 100g.",,,526,124,"1,5","1,5",0,"0,3","28,2","0,7","27,5",0,"1,3",0,"67,2",,"0,3","0,2","0,1",0,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,"0,13",0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,09",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,2,380,15,27,15,"0,7",0,"0,7","0,01",1,"0,3",2,,7,14,0,83,0,,,0,,0,0,0,"0,4","0,4",,,,,,,"0,16","0,01","0,16",0,"0,2",8,8,0,4
1,"Aardappelen en knolgewassen",670,"Pomtajer rauw","Tannia raw","Tajerknol rauw; Pomtayer rauw",g,100,"Per 100g.",,,577,136,2,2,0,,31,5,26,0,2,0,65,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,17,480,9,45,,"0,9",0,"0,9","0,3",,"0,5",,,0,0,0,,,,,,,0,0,0,,,,,,,,,"0,07","0,02","0,09",0,"0,5",17,17,0,16
1,"Aardappelen en knolgewassen",671,"Aardappel zoete rauw","Potato sweet raw","Bataat zoete rauw",g,100,"Per 100g.",,RIBF,413,98,"1,2","1,2",0,"0,2","21,3","5,7","15,6",0,"2,4",0,"73,7",,"0,3","0,2","0,1",0,"0,2",0,"0,1",0,0,0,0,0,0,0,0,0,0,"0,07",0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,13",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,40,370,24,50,18,"0,7",0,"0,7","0,14",1,"0,3",2,,718,1440,0,8611,0,,,0,,0,0,0,"0,3",,,,,,,,"0,17",0,"0,09",0,"0,5",17,17,0,23
1,"Aardappelen en knolgewassen",737,"Aardappelpuree instant- gem bereid","Potatoes mashed instant prepared av",,g,100,"Per 100g.",,,249,59,"1,4","0,7","0,8",,"12,5","0,4","12,1",0,"1,1",0,"84,3",,"0,1","0,1",0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,0,75,300,45,80,11,"0,3",0,"0,3","0,04",0,"0,19",,,16,16,16,4,0,,,1,,0,0,0,0,,,,,,,,"0,04","0,65","0,2","0,66",1,4,4,0,1
1,"Aardappelen en knolgewassen",856,"Rosti onbereid","Rosti unprepared",,g,100,"Per 100g.",,,518,123,"2,5","2,5",0,,"21,5","2,2","19,3",0,"2,2",0,71,,"2,5","2,4","0,3","0,7","1,4",0,"1,4",0,0,0,0,0,0,0,0,0,0,"0,15",0,"0,09",0,"0,01",0,"0,02",0,"0,01",0,0,0,0,0,0,0,"0,7",0,0,0,0,"1,42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,426,8,30,10,"0,4",0,"0,4","0,11",1,"0,37",,,0,0,0,1,0,22,42,1,1,0,0,0,"0,6","0,5","0,2",0,0,,,,"0,05","0,03","0,1",0,"1,2","17,4","17,4",0,5
1,"Aardappelen en knolgewassen",948,"Rosti bereid z vet","Rosti prepared wo fat",,g,100,"Per 100g. Gem van Aviko en Iglo.",,,626,149,"1,9","1,9",0,,"22,8","2,3","20,5",0,"2,2",0,"68,9",,"5,1","4,9","0,5","1,4","2,9",0,"2,9",0,0,0,0,0,0,0,0,"0,01",0,"0,31",0,"0,18",0,"0,01",0,"0,03",0,"0,01",0,0,0,0,0,0,0,"1,42","0,01",0,0,0,"2,88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,40,426,9,77,21,"0,4",0,"0,4","0,11",1,"0,37",,,0,0,0,1,0,22,42,1,1,0,0,0,"0,6","0,5","0,2",0,0,,,,"0,07","0,03","0,17",0,"3,1",14,14,0,5
1,"Aardappelen en knolgewassen",982,"Aardappelen z schil gekookt gem","Potatoes wo skin boiled average",,g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,353,83,"1,9","1,9",0,,"17,4","0,2","17,2",0,"1,6",0,78,,"0,3","0,2","0,1",0,"0,2","0,1","0,1",0,0,0,0,0,0,0,0,0,0,"0,05",0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,07",0,0,0,0,"0,09",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,4,344,9,41,19,"0,5",0,"0,5","0,08",0,"0,33","2,5","0,7",0,1,0,3,0,27,4,1,2,0,0,0,"0,1","0,1",0,0,0,,,,"0,06","0,01","0,19",0,"1,1","17,6","17,6",0,9
1,"Aardappelen en knolgewassen",1150,"Aardappelschijfjes/-partjes ed diepvries onbereid","Potatoes slices/parts frozen unprepared","Aardappelpartjes/-schijfjes ed diepvries onbereid",g,100,"Per 100g. Aviko; niet gekruid. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,564,134,"2,5","2,5",0,,"21,2","0,6","20,5",0,"2,5",0,"70,2",,"3,8","3,7","0,4","1,1","2,2",0,"2,2",0,0,0,0,0,0,0,0,0,0,"0,23",0,"0,13",0,"0,01",0,"0,03",0,"0,01",0,0,0,0,0,0,0,"1,07","0,01",0,0,0,"2,18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,350,6,58,22,"0,5",0,"0,5","0,08",1,"0,36","2,4",,0,1,0,5,0,22,6,1,1,0,0,0,"1,5","1,5",0,0,0,"0,2","0,2",0,"0,12","0,04","0,29",0,"1,2","17,4","17,4",0,13
1,"Aardappelen en knolgewassen",1455,"Aardappelpureepoeder gem","Potato puree powder av",,g,100,"Per 100g.",,,1557,368,"8,6","7,7","0,9",,"70,2","2,2",68,0,"6,3",0,"10,5",,"4,6","3,3","2,9","0,1","0,9","0,4","0,5",0,0,0,0,0,0,0,0,0,0,"1,17",0,"1,68",0,"0,03",0,0,0,0,0,0,0,0,0,0,0,"0,06",0,0,0,0,"0,44",0,0,0,0,"0,42",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,,0,310,1399,54,277,68,"1,4",0,"1,4","0,2",1,"0,95","14,3",,0,1,0,3,,,,,,0,0,0,"0,2","0,2",0,0,0,,,,"0,16","0,17","1,22",0,"6,4","21,5","21,5",0,5
1,"Aardappelen en knolgewassen",1456,"Frites voorgebakken diepvries onbereid","Chips pre-fried frozen unprepared","Patat/friet voorgebakken diepvries onbereid",g,100,"Per 100g.",,,614,146,"2,3","2,3",0,,"24,4","0,4","23,9",0,"2,5",0,66,,"3,8","3,7","0,4","1,1","2,2",0,"2,2",0,0,0,0,0,0,0,0,0,0,"0,23",0,"0,13",0,"0,01",0,"0,03",0,"0,01",0,0,0,0,0,0,0,"1,06","0,01",0,0,0,"2,16",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,426,9,77,21,"0,5",0,"0,5","0,11",1,"0,37","2,4",1,0,0,0,1,0,22,6,1,1,0,0,0,"0,6","0,5","0,2",0,0,"0,2","0,2",0,"0,07","0,03","0,17",0,"1,2","17,4","17,4",0,17
1,"Aardappelen en knolgewassen",1457,"Aardappelen gebakken","Potatoes fried",,g,100,"Per 100g. In margarineVoor meer informatie zie Overzicht recepten op NEVO-website.",,,502,120,"1,8","1,8",0,,"16,5","0,2","16,2",0,"1,5",0,"74,7",,"4,8","4,6","1,9","1,8","0,8","0,1","0,7",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,67",,,,,"0,14",,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,"0,1",5,327,9,40,18,"0,5",0,"0,5","0,07",0,"0,31","2,4","0,7",46,46,45,2,0,26,4,1,2,"0,4",0,"0,4","0,1","0,1",0,0,0,,,,"0,06","0,01","0,18",0,1,11,11,0,8
1,"Aardappelen en knolgewassen",1678,"Aardappelschijfjes diepvries gefrituurd in plantaardige olie","Potatoes sliced frozen deep-fried in vegetable oil","Aardappelpartjes/-schijfjes diepvries gefrituurd",g,100,"Per 100g. Gem van Aviko, Albert Heijn, Fri d'Or en Goldberg; gefrituurd in mengsel van 25% zonnebloemolie en 75% diamant.",,,959,229,"3,1","3,1",0,,28,"0,2","27,8",0,"3,2",0,"54,9",,"10,9","10,5","2,1","4,8","3,5","0,4","3,2",0,0,0,0,0,0,0,0,"0,03",0,"1,63","0,01","0,35",0,"0,04",0,"0,03",0,"0,01",0,0,0,0,0,0,"0,03","4,73","0,04",0,0,0,"3,17",0,0,0,0,"0,36",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,,0,34,426,9,77,21,"0,5",0,"0,5","0,11",1,"0,37",,,0,0,0,1,0,22,42,1,1,0,0,0,"0,6","0,5","0,2",0,0,,,,"0,07","0,03","0,44",0,"1,2","17,4","17,4",0,7
1,"Aardappelen en knolgewassen",1679,"Frites oven- diepvries bereid in oven","Chips oven frozen prepared in oven","Patat/ovenfriet diepvries bereid in oven",g,100,"Per 100g.",,,1225,291,"5,8","5,8",0,,46,"0,7","45,3",0,"2,5",0,"32,7",,"8,8","8,4","0,9","2,5",5,0,5,0,0,0,0,0,0,0,0,"0,01",0,"0,53",0,"0,3",0,"0,02",0,"0,06",0,"0,02",0,0,0,0,0,0,"0,01","2,46","0,02",0,0,0,5,0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,34,426,9,77,21,"0,5",0,"0,5","0,11",1,"0,37","2,4",,0,0,0,1,0,22,42,1,1,0,0,0,"0,6","0,5","0,2",0,0,,,,"0,07","0,03","0,72",0,"1,2",14,14,0,8
1,"Aardappelen en knolgewassen",1680,"Aardappelkroketten diepvries bereid","Potato croquettes frozen prepared",,g,100,"Per 100g.",,,995,238,"3,4","1,8","1,6",,"28,2","0,9","27,3",0,"1,7",0,"53,1",,12,"11,6","1,3","3,4","6,9",0,"6,8",0,0,0,0,0,0,0,0,"0,01",0,"0,73",0,"0,42",0,"0,02",0,"0,08",0,"0,02",0,0,0,0,0,0,"0,01","3,36","0,02",0,0,0,"6,84",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01","1,2",466,360,44,49,,"0,9",0,"0,9",,,,,,13,13,13,3,0,,,0,,"0,1",0,"0,1",,,,,,,,,"0,08","0,08","0,26",0,,2,2,0,5
1,"Aardappelen en knolgewassen",2106,"Frites bereid m hard vet","Chips fried in solid frying fat","Patat/friet bereid m hard vet",g,100,"Per 100g. Bereide patat uit snackbar en fastfood ketens. Gezouten frites bevat 133 mg natrium/100 g.",,,1069,256,"3,1","3,1",0,,28,"0,2","27,8",0,"3,2",0,"51,8",,"13,9","13,3","6,8","5,3","1,3",0,"1,3",0,0,0,0,0,0,"0,03",0,"0,14","0,01","5,93","0,01","0,58",0,"0,05",0,"0,01",0,"0,01",0,0,0,0,0,0,"0,03","5,21","0,02",0,0,0,"1,27",0,0,0,0,"0,03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,426,9,77,21,"0,5",0,"0,5","0,11",1,"0,37",,,0,0,0,1,0,22,42,1,1,0,0,0,"0,6","0,5","0,2",0,0,,,,"0,07","0,03","0,17",0,"1,2","17,4","17,4",0,17
1,"Aardappelen en knolgewassen",2107,"Frites bereid m vloeibaar vet","Chips fried in liquid frying fat","Patat/friet gefrituurd in vlb vet; Frites snackbar",g,100,"Per 100g. Bereide patat uit snackbar en fastfood ketens. Bereid in vloeibaar of halfvloeibaar frituurvet; gezouten frites bevat 133 mg natrium/100 g.",,,1103,264,"3,1","3,1",0,,28,"0,2","27,8",0,"3,2",0,"50,9",,"14,8","14,2","2,9","6,5","4,8","0,5","4,3",0,0,0,0,0,0,"0,01",0,"0,04",0,"2,22","0,01","0,48",0,"0,05",0,"0,04",0,"0,02",0,0,0,0,0,0,"0,05","6,42","0,06",0,0,0,"4,3",0,0,0,0,"0,48",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,"0,01",0,0,0,0,,0,34,426,9,77,21,"0,5",0,"0,5","0,11",1,"0,37",,,0,0,0,1,0,22,42,1,1,0,0,0,"0,6","0,5","0,2",0,0,,,,"0,07","0,03","0,17",0,"1,2","17,4","17,4",0,17
1,"Aardappelen en knolgewassen",2108,"Frites bereid gem","Chips prepared average","Patat/friet bereid gem",g,100,"Per 100g. Bereide patat uit snackbar en fastfood ketens. Gezouten frites bevat 133 mg natrium/100 g; Voor meer informatie zie Overzicht recepten op NEVO-website.",,,1098,263,"3,1","3,1",0,,28,"0,2","27,8",0,"3,2",0,51,,"14,7","14,1","3,5","6,3","4,3","0,4","3,8",0,0,0,0,0,0,"0,01",0,"0,05",0,"2,77","0,01","0,49",0,"0,05",0,"0,04",0,"0,02",0,0,0,0,0,0,"0,04","6,24","0,05",0,0,,"3,84",0,0,0,0,"0,41",0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,0,0,34,426,9,77,21,"0,5",0,"0,5","0,11",1,"0,37",,,0,0,0,1,0,22,42,1,1,0,0,0,"0,6","0,5","0,2",0,0,,,,"0,07","0,03","0,17",0,"1,2","17,4","17,4",0,17
1,"Aardappelen en knolgewassen",2109,"Cassave gekookt","Cassava boiled","Maniokwortel gekookt",g,100,"Per 100g.",,,597,141,"0,5","0,5",0,"0,1","33,5","1,4","32,1",0,"1,5",0,"67,7",,"0,2","0,2","0,1","0,1",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,07",0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,08",0,0,0,0,"0,03",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,4,260,17,39,18,"0,5",0,"0,5","0,09",,"0,3",2,,0,0,0,,,,,,,0,0,0,,,,,,,,,"0,04","0,02",,0,"0,3",11,11,0,17
1,"Aardappelen en knolgewassen",2110,"Taro gekookt","Taro boiled","Chinese tajer gekookt; Chinese tayer gekookt",g,100,"Per 100g.",,,433,102,"1,2","1,2",0,"0,2","22,4","0,9","21,5",0,3,0,"72,9",,"0,2","0,1","0,1",0,"0,1",0,"0,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,07",,,,,0,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,0,3,200,27,56,31,"0,8",0,"0,8","0,18",,"1,3",,,3,6,0,,,,,,,0,0,0,,,,,,,,,"0,05","0,02","0,05",0,"0,5",19,19,0,7
1,"Aardappelen en knolgewassen",2111,"Yam gekookt","Yam boiled",,g,100,"Per 100g.",,,612,144,"1,7","1,7",0,"0,3",33,"0,7","32,3",0,"1,4",0,"64,4",,"0,3","0,2","0,1",0,"0,1",0,"0,1",0,0,0,0,0,0,0,0,0,0,"0,13",0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,09",0,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,17,260,12,21,12,"0,4",0,"0,4","0,03",,"0,4",2,,0,0,0,,,,,,,0,0,0,,,,,,,,,"0,14","0,01","0,12",0,"0,2",6,6,0,4
1,"Aardappelen en knolgewassen",2112,"Aardappel zoete gekookt","Potato sweet boiled","Bataat zoete gekookt",g,100,"Per 100g.",,,397,94,"1,1","1,1",0,"0,2","20,5","11,6","8,9",0,"2,3",0,"74,7",,"0,3","0,2","0,1",0,"0,2",0,"0,1",0,0,0,0,0,0,0,0,0,0,"0,07",0,"0,01",0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,0,0,0,"0,13",0,0,0,0,"0,02",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,32,300,23,50,45,"0,7",0,"0,7","0,14",1,"0,3",2,,718,1440,0,8611,0,,,0,,0,0,0,"0,3",,,,,,,,"0,07","0,01","0,05",0,"0,5",8,8,0,17
1,"Aardappelen en knolgewassen",2315,"Pomtajer bereid z vet","Tannia prepared wo fat","Tajerknol bereid z vet; Pomtayer bereid z vet",g,100,"Per 100g.",,,418,99,"3,4","3,4",0,,"17,2",0,"17,2",0,"7,2",0,"69,8",,"0,3","0,2","0,1",0,"0,1",0,"0,1",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,08",,,,,"0,01",,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,0,17,606,51,105,49,1,0,1,"0,3",,"0,5",,"1,5",43,86,0,513,,,,,,0,0,0,,,,,,,,,"0,03","0,07",,0,,8,8,0,0
1,"Aardappelen en knolgewassen",2322,"Aardappelpuree instant- bereid m halfvolle melk","Potatoes mashed instant prep w s-sk milk",,g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,406,96,"4,1","1,3","2,8",,"16,5","4,2","12,2",0,"1,1",0,"76,1",0,"1,3","1,2","0,8","0,3","0,1",0,0,0,"0,04","0,03","0,02","0,03",0,"0,04",0,"0,13","0,01","0,36","0,01","0,12",,0,0,0,0,0,0,0,"0,02",0,0,"0,01","0,02","0,23",0,0,0,0,"0,03",0,"0,01",0,0,"0,03",0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,"0,02",0,,0,0,0,,,"0,03","4,7",109,310,108,112,21,"0,2",0,"0,2","0,03",1,"0,46","14,5","0,5",13,14,12,8,0,1,0,0,0,0,0,0,0,0,0,0,0,"0,6","0,2","0,4","0,06","0,17","0,15","0,38","1,1","10,3","10,3",0,1
1,"Aardappelen en knolgewassen",2323,"Aardappelpuree instant- bereid m water","Potatoes mashed instant prepared w water",,g,100,"Per 100g. Obv aardappelpureepoeder met melkpoeder en vet. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,299,71,"1,7","1,4","0,3",,"11,8","0,5","11,3",0,1,0,"83,8",,"1,6","1,6","1,1",0,"0,3","0,1","0,2",0,0,0,0,0,0,0,0,0,0,"0,43",0,"0,64",0,"0,01",0,0,0,0,0,0,0,0,0,0,0,"0,02",0,0,0,0,"0,15",0,0,0,0,"0,13",0,0,0,0,0,0,0,0,0,,0,0,0,"0,01",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,32,323,19,75,14,"0,3",0,"0,3","0,06",0,"0,23","3,4",,0,0,0,0,0,0,0,0,0,0,0,0,"0,1","0,1",0,0,0,,,,"0,02","0,04","0,32",0,"1,3","2,5","2,5",0,1
1,"Aardappelen en knolgewassen",2324,"Aardappelpuree vers bereid m hv melk z vet","Potatoes mashed fresh prep w s-sk milk wo fat",,g,100,"Per 100g. Voor meer informatie zie Overzicht recepten op NEVO-website.",,,311,74,"2,3","1,4","0,9",,"14,1","1,4","12,7",0,"1,2",0,81,0,"0,6","0,5","0,3","0,1","0,1","0,1","0,1",0,"0,01","0,01","0,01","0,01",0,"0,01",0,"0,04",0,"0,14",0,"0,04",0,0,0,0,0,0,0,0,"0,01",0,0,0,"0,01","0,08",0,0,0,0,"0,06",0,0,0,0,"0,07",0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,"0,01",0,,0,0,0,0,0,"0,01","1,5",14,296,39,57,18,"0,4",0,"0,4","0,06",0,"0,35","5,7","0,7",4,5,4,4,0,21,3,0,1,0,0,0,"0,1","0,1",0,0,0,"0,2","0,1","0,1","0,06","0,06","0,15","0,12","0,9","14,7","14,7",0,7
